year,day_type,bus,rail_boardings,total_rides
2011,W,981727,751679,1733406
2011,W,968715,704225,1672940
2011,W,914499,688649,1603148
2011,W,999361,728732,1728093
2011,W,1003797,744805,1748602
2011,W,997931,710247,1708178
2011,W,988033,712733,1700766
2011,W,991793,719656,1711449
2011,W,1011858,728047,1739905
2011,W,1047270,739620,1786890
2011,W,1001837,741985,1743822
2011,W,1116811,746632,1863443
2011,W,1079256,773670,1852926
2011,W,1058730,770455,1829185
2011,W,1049654,754824,1804478
2011,W,1077578,756209,1833787
2011,W,1101495,775124,1876619
2011,W,1068594,768114,1836708
2011,W,1078395,780369,1858764
2011,W,1061833,774553,1836386
2011,W,1056731,758422,1815153
2011,W,1094671,787667,1882338
2011,W,1090762,780222,1870984
2011,W,1076129,770485,1846614
2011,W,1013491,751348,1764839
2011,W,1028362,733053,1761415
2011,W,1059305,751659,1810964
2011,W,1053206,759071,1812277
2011,W,1051634,753753,1805387
2011,W,1066348,757321,1823669
2017,W,827394,760661,1588055
2011,W,1091676,751034,1842710
2011,W,1090878,767029,1857907
2011,W,1083300,774142,1857442
2011,W,1076741,783363,1860104
2011,W,1074577,783590,1858167
2011,W,857528,669173,1526701
2011,W,1073195,770542,1843737
2011,W,1068602,776561,1845163
2011,W,1011085,773498,1784583
2011,W,1058024,783903,1841927
2011,W,1060560,752887,1813447
2011,W,1054603,759917,1814520
2011,W,987878,738984,1726862
2011,W,1019401,763556,1782957
2011,W,1072848,782981,1855829
2011,W,1054251,747402,1801653
2011,W,1066867,757975,1824842
2011,W,1055199,756804,1812003
2011,W,1061301,771358,1832659
2011,W,993735,758294,1752029
2011,W,1027078,734500,1761578
2011,W,1091676,751034,1842710
2011,W,1090878,767029,1857907
2011,W,1083300,774142,1857442
2011,W,1076741,783363,1860104
2011,W,1074577,783590,1858167
2011,W,857528,669173,1526701
2011,W,1073195,770542,1843737
2011,W,1068602,776561,1845163
2011,W,1011085,773498,1784583
2011,W,1058024,783903,1841927
2011,W,1060560,752887,1813447
2011,W,1054603,759917,1814520
2011,W,987878,738984,1726862
2011,W,1019401,763556,1782957
2011,W,1072848,782981,1855829
2011,W,1054251,747402,1801653
2011,W,1066867,757975,1824842
2011,W,1055199,756804,1812003
2011,W,1061301,771358,1832659
2011,W,993735,758294,1752029
2011,W,1027078,734500,1761578
2011,W,1098741,762893,1861634
2011,W,1077675,764539,1842214
2011,W,1011408,755888,1767296
2011,W,1093806,785515,1879321
2011,W,1061041,749043,1810084
2011,W,1008764,742973,1751737
2011,W,1036190,759696,1795886
2011,W,970822,755282,1726104
2011,W,879535,681237,1560772
2011,W,1047638,741813,1789451
2011,W,1079072,770828,1849900
2011,W,1043071,758159,1801230
2011,W,998699,752834,1751533
2011,W,965671,743405,1709076
2011,W,1039312,726360,1765672
2011,W,986650,714844,1701494
2011,W,992006,680837,1672843
2011,W,652271,435428,1087699
2011,W,1016597,703558,1720155
2011,W,991030,708638,1699668
2011,W,1043354,730140,1773494
2011,W,1089263,747269,1836532
2011,W,1095431,757734,1853165
2011,W,1051712,698735,1750447
2011,W,1035064,712288,1747352
2011,W,1032787,718567,1751354
2011,W,1023297,721739,1745036
2011,W,1006182,726618,1732800
2011,W,988026,673314,1661340
2011,W,1002723,691649,1694372
2011,W,939524,675577,1615101
2011,W,994244,701181,1695425
2011,W,1006755,703365,1710120
2011,W,965235,657231,1622466
2011,W,951363,656796,1608159
2011,W,948139,649395,1597534
2011,W,901280,615248,1516528
2011,W,855427,539186,1394613
2011,W,721508,498735,1220243
2011,W,747970,535232,1283202
2011,W,767769,553630,1321399
2011,W,762618,528085,1290703
2012,W,810076,600940,1411016
2012,W,839010,626372,1465382
2012,W,841665,652474,1494139
2012,W,870446,666379,1536825
2012,W,968136,683105,1651241
2012,W,1019667,698468,1718135
2012,W,1036505,709539,1746044
2012,W,950402,715474,1665876
2012,W,940512,692943,1633455
2012,W,639506,459803,1099309
2012,W,1016429,725950,1742379
2012,W,1017072,722473,1739545
2012,W,983178,711259,1694437
2012,W,826497,746064,1572561
2012,W,1010116,710762,1720878
2012,W,1050018,732063,1782081
2012,W,1051823,734192,1786015
2012,W,1052929,739012,1791941
2012,W,968530,720988,1689518
2012,W,1023037,704317,1727354
2012,W,1059681,731360,1791041
2012,W,1111421,736252,1847673
2012,W,1081236,739698,1820934
2012,W,1014951,714336,1729287
2012,W,1038157,699926,1738083
2012,W,1040979,721937,1762916
2012,W,1069324,738273,1807597
2012,W,1065885,741959,1807844
2012,W,982329,715473,1697802
2012,W,882797,653118,1535915
2012,W,1077348,738384,1815732
2012,W,1051929,726359,1778288
2012,W,1058911,736170,1795081
2012,W,1058544,731415,1789959
2012,W,761004,543889,1304893
2012,W,1036038,726162,1762200
2012,W,1052160,732150,1784310
2012,W,1033787,734839,1768626
2012,W,989267,712507,1701774
2012,W,1023956,703435,1727391
2012,W,1039341,720589,1759930
2012,W,1055847,736007,1791854
2012,W,1075076,739664,1814740
2012,W,1031215,705878,1737093
2012,W,913762,651903,1565665
2012,W,1084176,744478,1828654
2012,W,1060619,736849,1797468
2012,W,1049305,735123,1784428
2012,W,1037776,718371,1756147
2012,W,1015965,715585,1731550
2012,W,1071861,744918,1816779
2012,W,1087551,762671,1850222
2012,W,1061219,763525,1824744
2012,W,1044828,774035,1818863
2012,W,1015401,707467,1722868
2012,W,1043797,718050,1761847
2012,W,1050000,723631,1773631
2012,W,1016361,717170,1733531
2012,W,945472,685518,1630990
2012,W,996549,700972,1697521
2012,W,1024173,723040,1747213
2012,W,1029545,735639,1765184
2012,W,1013994,734424,1748418
2012,W,1001257,709407,1710664
2012,W,935073,696533,1631606
2012,W,972756,720709,1693465
2012,W,954947,724726,1679673
2012,W,933666,750000,1683666
2012,W,861696,642047,1503743
2012,W,1010279,727154,1737433
2012,W,1038779,751834,1790613
2012,W,1053786,760911,1814697
2012,W,1050150,775089,1825239
2012,W,958166,741802,1699968
2012,W,996333,713598,1709931
2012,W,1056910,744763,1801673
2012,W,1031225,736936,1768161
2012,W,989282,743350,1732632
2012,W,994547,737187,1731734
2012,W,1031544,739667,1771211
2012,W,1003275,750511,1753786
2012,W,978891,740777,1719668
2012,W,1044469,760338,1804807
2012,W,1026691,745495,1772186
2012,W,977200,703630,1680830
2012,W,1073425,743154,1816579
2012,W,1060720,754536,1815256
2012,W,1086032,766616,1852648
2012,W,1054307,778105,1832412
2012,W,1000335,731509,1731844
2012,W,1062602,762274,1824876
2012,W,1041744,752170,1793914
2012,W,1036368,743841,1780209
2012,W,1042715,745296,1788011
2012,W,983231,700274,1683505
2012,W,1023348,720962,1744310
2012,W,1013654,734234,1747888
2012,W,1014361,746681,1761042
2012,W,980261,694037,1674298
2012,W,884516,568256,1452772
2012,W,1014156,721698,1735854
2012,W,1019498,738794,1758292
2012,W,1016089,756023,1772112
2012,W,1005567,736144,1741711
2012,W,1012629,719096,1731725
2012,W,1001845,742834,1744679
2012,W,910804,714511,1625315
2012,W,1034827,750848,1785675
2012,W,1035294,726053,1761347
2012,W,1048003,749888,1797891
2012,W,1033815,753512,1787327
2012,W,1031503,768929,1800432
2012,W,1023786,802823,1826609
2012,W,985578,726731,1712309
2012,W,1003612,772974,1776586
2012,W,986995,778465,1765460
2012,W,959511,783352,1742863
2012,W,996431,803508,1799939
2012,W,899886,710839,1610725
2012,W,934909,725980,1660889
2012,W,945821,743331,1689152
2012,W,931983,728067,1660050
2012,W,958498,755020,1713518
2012,W,933417,725550,1658967
2012,W,952845,746532,1699377
2012,W,957566,751428,1708994
2012,W,880771,702116,1582887
2012,W,925177,734451,1659628
2012,W,929572,676617,1606189
2012,W,976022,710361,1686383
2012,W,833954,628259,1462213
2012,W,852806,651815,1504621
2012,W,934404,697423,1631827
2012,W,958191,713798,1671989
2012,W,982452,751429,1733881
2012,W,973681,769452,1743133
2012,W,918812,781300,1700112
2012,W,927149,703975,1631124
2012,W,916666,721980,1638646
2012,W,947611,737720,1685331
2012,W,929760,737674,1667434
2012,W,950944,732949,1683893
2012,W,915219,695786,1611005
2012,W,902916,701367,1604283
2012,W,930185,724487,1654672
2012,W,945792,720070,1665862
2012,W,947151,758858,1706009
2012,W,907631,705435,1613066
2012,W,927014,719885,1646899
2012,W,993124,746620,1739744
2012,W,956268,736721,1692989
2012,W,997248,828673,1825921
2012,W,930469,718004,1648473
2012,W,939745,710734,1650479
2012,W,937937,714729,1652666
2012,W,910038,733293,1643331
2012,W,939807,762585,1702392
2012,W,862334,675894,1538228
2012,W,952867,719794,1672661
2012,W,969450,736768,1706218
2012,W,894461,689521,1583982
2012,W,985722,734329,1720051
2012,W,932342,694224,1626566
2012,W,989240,725406,1714646
2012,W,993443,741288,1734731
2012,W,996707,730663,1727370
2012,W,995467,757933,1753400
2012,W,999090,732088,1731178
2012,W,1022555,752842,1775397
2012,W,1019369,757338,1776707
2012,W,1009624,765912,1775536
2012,W,1051323,787713,1839036
2012,W,1101066,757151,1858217
2012,W,1081742,778985,1860727
2012,W,1106785,787102,1893887
2012,W,1057006,798630,1855636
2012,W,980800,786943,1767743
2012,W,1026114,789589,1815703
2012,W,1024605,785316,1809921
2012,W,991316,793145,1784461
2012,W,1023073,789009,1812082
2012,W,972361,749237,1721598
2012,W,1009476,774593,1784069
2012,W,1090006,805444,1895450
2012,W,1087075,814328,1901403
2012,W,1043281,804809,1848090
2012,W,1067116,777711,1844827
2012,W,1093445,787595,1881040
2012,W,1088775,786511,1875286
2012,W,1082616,810524,1893140
2012,W,1080818,803271,1884089
2012,W,1117666,783378,1901044
2012,W,1108031,806945,1914976
2012,W,1115762,810692,1926454
2012,W,1099004,810084,1909088
2012,W,1069580,808343,1877923
2012,W,977879,713083,1690962
2012,W,1088484,795608,1884092
2012,W,1079860,798154,1878014
2012,W,1085498,807251,1892749
2012,W,1067152,796441,1863593
2012,W,1071312,776921,1848233
2012,W,1081929,792993,1874922
2012,W,1057430,792225,1849655
2012,W,1059957,806783,1866740
2012,W,1051902,801852,1853754
2012,W,1003315,769024,1772339
2012,W,1043067,784378,1827445
2012,W,1081481,804851,1886332
2012,W,1027919,797938,1825857
2012,W,1039677,796666,1836343
2012,W,1035050,759113,1794163
2012,W,1012512,765043,1777555
2012,W,1042048,780984,1823032
2012,W,1092827,795031,1887858
2012,W,1087124,793396,1880520
2012,W,1069691,766701,1836392
2012,W,1050908,768986,1819894
2012,W,1053498,782333,1835831
2012,W,1064006,793455,1857461
2012,W,1065181,798839,1864020
2012,W,823600,666802,1490402
2012,W,1004272,761630,1765902
2012,W,1059509,775491,1835000
2012,W,1058314,786677,1844991
2012,W,1057000,791412,1848412
2012,W,1047309,759037,1806346
2012,W,1049100,772991,1822091
2012,W,990069,705800,1695869
2012,W,589493,413384,1002877
2012,W,1006387,717499,1723886
2012,W,1016872,734908,1751780
2012,W,1030518,750417,1780935
2012,W,1028698,752188,1780886
2012,W,1075641,776494,1852135
2012,W,1069024,742337,1811361
2012,W,1067467,747543,1815010
2012,W,1054367,754701,1809068
2012,W,1030407,751285,1781692
2012,W,1038662,764843,1803505
2012,W,973051,690186,1663237
2012,W,995089,711140,1706229
2012,W,999666,720758,1720424
2012,W,999296,727540,1726836
2012,W,1022704,749478,1772182
2012,W,953565,683683,1637248
2012,W,950660,693703,1644363
2012,W,965895,691879,1657774
2012,W,876460,660268,1536728
2012,W,871165,634264,1505429
2012,W,545733,313210,858943
2012,W,616049,428605,1044654
2012,W,710150,514627,1224777
2012,W,753950,546312,1300262
2012,W,672602,490998,1163600
2013,W,747631,570506,1318137
2013,W,857744,620104,1477848
2013,W,875485,635401,1510886
2013,W,951511,672001,1623512
2013,W,975824,687261,1663085
2013,W,989291,697979,1687270
2013,W,964506,693642,1658148
2013,W,991875,708901,1700776
2013,W,964972,701958,1666930
2013,W,1000831,723460,1724291
2013,W,1000782,726032,1726814
2013,W,1003351,730830,1734181
2013,W,995226,721526,1716752
2013,W,549385,422125,971510
2013,W,865232,654679,1519911
2013,W,952105,697385,1649490
2013,W,958057,708729,1666786
2013,W,920833,707962,1628795
2013,W,1000004,718545,1718549
2013,W,1009440,728633,1738073
2013,W,997461,735084,1732545
2013,W,955113,713918,1669031
2013,W,878531,659888,1538419
2013,W,983474,710890,1694364
2013,W,1021386,733180,1754566
2013,W,1035100,739979,1775079
2013,W,973458,743264,1716722
2013,W,994675,723430,1718105
2013,W,994224,708331,1702555
2013,W,901097,687334,1588431
2013,W,1070447,754178,1824625
2013,W,1054969,758213,1813182
2013,W,1013485,731689,1745174
2013,W,830133,567064,1397197
2013,W,961489,709244,1670733
2013,W,995286,720364,1715650
2013,W,1012672,738526,1751198
2013,W,944394,716784,1661178
2013,W,1032337,718035,1750372
2013,W,917610,707649,1625259
2013,W,1004620,732706,1737326
2013,W,1011461,741077,1752538
2013,W,1030897,726385,1757282
2013,W,1046582,684343,1730925
2013,W,915814,662182,1577996
2013,W,1000963,703897,1704860
2013,W,1039889,724517,1764406
2013,W,1047924,716118,1764042
2013,W,1009909,713865,1723774
2013,W,1017656,738907,1756563
2013,W,1034585,748618,1783203
2013,W,1033042,755471,1788513
2013,W,1002907,771603,1774510
2013,W,971804,715696,1687500
2013,W,990010,723671,1713681
2013,W,980735,721345,1702080
2013,W,999714,729901,1729615
2013,W,1003565,721149,1724714
2013,W,828707,630136,1458843
2013,W,876069,655138,1531207
2013,W,880496,670282,1550778
2013,W,893443,679530,1572973
2013,W,829810,621657,1451467
2013,W,980489,708026,1688515
2013,W,993149,728501,1721650
2013,W,1034924,746014,1780938
2013,W,1015284,759059,1774343
2013,W,996072,746786,1742858
2013,W,977325,737437,1714762
2013,W,999444,740720,1740164
2013,W,960903,717466,1678369
2013,W,982894,752525,1735419
2013,W,994973,753498,1748471
2013,W,992589,717933,1710522
2013,W,1014884,753356,1768240
2013,W,915006,711500,1626506
2013,W,811655,693760,1505415
2013,W,959757,718526,1678283
2013,W,1001200,731504,1732704
2013,W,922329,715764,1638093
2013,W,952859,736305,1689164
2013,W,1008224,755375,1763599
2013,W,999388,750687,1750075
2013,W,1009306,717625,1726931
2013,W,1029285,738733,1768018
2013,W,1077184,762553,1839737
2013,W,1028782,752135,1780917
2013,W,1023402,730511,1753913
2013,W,1017895,729615,1747510
2013,W,1022360,758068,1780428
2013,W,1025713,769649,1795362
2013,W,1003192,721753,1724945
2013,W,972916,725511,1698427
2013,W,961814,713048,1674862
2013,W,1006636,750210,1756846
2013,W,995042,758657,1753699
2013,W,982565,746034,1728599
2013,W,966483,757439,1723922
2013,W,1008704,681176,1689880
2013,W,1013059,689412,1702471
2013,W,982149,687729,1669878
2013,W,987008,693752,1680760
2013,W,1010765,676692,1687457
2013,W,982424,672485,1654909
2013,W,1014424,715430,1729854
2013,W,996198,717726,1713924
2013,W,1044620,719350,1763970
2013,W,1054416,707210,1761626
2013,W,1044555,716102,1760657
2013,W,1024709,716938,1741647
2013,W,1021552,736943,1758495
2013,W,1030362,768035,1798397
2013,W,993550,731202,1724752
2013,W,1027027,752653,1779680
2013,W,969474,718831,1688305
2013,W,1031992,761985,1793977
2013,W,1033513,747980,1781493
2013,W,969085,692856,1661941
2013,W,975403,701224,1676627
2013,W,990561,718139,1708700
2013,W,974707,724184,1698891
2013,W,917934,724999,1642933
2013,W,920436,699721,1620157
2013,W,888128,694726,1582854
2013,W,866326,690875,1557201
2013,W,913619,723050,1636669
2013,W,898642,894811,1793453
2013,W,946062,681252,1627314
2013,W,911309,677994,1589303
2013,W,945848,693445,1639293
2013,W,806355,592583,1398938
2013,W,863581,664506,1528087
2013,W,928137,708853,1636990
2013,W,961940,756010,1717950
2013,W,958922,787568,1746490
2013,W,928925,802562,1731487
2013,W,904464,683553,1588017
2013,W,924281,695896,1620177
2013,W,922657,706991,1629648
2013,W,904388,720245,1624633
2013,W,897959,775821,1673780
2013,W,903084,709718,1612802
2013,W,919858,720357,1640215
2013,W,928256,713067,1641323
2013,W,919260,715876,1635136
2013,W,890066,688728,1578794
2013,W,894999,693570,1588569
2013,W,894122,713697,1607819
2013,W,898783,707557,1606340
2013,W,950707,753887,1704594
2013,W,918087,795020,1713107
2013,W,885007,688747,1573754
2013,W,914261,698763,1613024
2013,W,898114,694946,1593060
2013,W,912994,702001,1614995
2013,W,906417,711160,1617577
2013,W,848703,684985,1533688
2013,W,883243,712564,1595807
2013,W,882740,717664,1600404
2013,W,877526,705604,1583130
2013,W,890423,730276,1620699
2013,W,859701,671949,1531650
2013,W,894283,699558,1593841
2013,W,894827,704103,1598930
2013,W,855068,697777,1552845
2013,W,932928,715975,1648903
2013,W,1020173,696403,1716576
2013,W,1032675,721814,1754489
2013,W,1019457,732138,1751595
2013,W,1048608,759088,1807696
2013,W,1025684,740853,1766537
2013,W,1089544,761455,1850999
2013,W,1077803,769975,1847778
2013,W,1059826,763277,1823103
2013,W,1067536,786864,1854400
2013,W,1052783,752305,1805088
2013,W,1034136,762582,1796718
2013,W,1047538,783710,1831248
2013,W,1050318,812163,1862481
2013,W,1036536,803298,1839834
2013,W,1033555,776155,1809710
2013,W,1049035,788413,1837448
2013,W,1023243,783471,1806714
2013,W,1000885,791208,1792093
2013,W,1034561,800104,1834665
2013,W,1026469,780751,1807220
2013,W,1041341,805859,1847200
2013,W,1055790,810826,1866616
2013,W,1047323,813509,1860832
2013,W,1034355,797916,1832271
2013,W,1007775,765034,1772809
2013,W,1100251,760127,1860378
2013,W,1060370,771294,1831664
2013,W,1073368,776149,1849517
2013,W,1055644,763663,1819307
2013,W,1033503,748714,1782217
2013,W,1062411,762764,1825175
2013,W,1056846,774550,1831396
2013,W,1041043,803786,1844829
2013,W,1033797,792305,1826102
2013,W,836533,678287,1514820
2013,W,1005851,764848,1770699
2013,W,1017742,779074,1796816
2013,W,1025838,789200,1815038
2013,W,1024958,784891,1809849
2013,W,972502,778456,1750958
2013,W,948098,785501,1733599
2013,W,993612,797121,1790733
2013,W,1007402,810665,1818067
2013,W,986527,797551,1784078
2013,W,982644,768974,1751618
2013,W,976102,790974,1767076
2013,W,967902,791183,1759085
2013,W,956055,786574,1742629
2013,W,937537,783970,1721507
2013,W,978017,788454,1766471
2013,W,982549,795511,1778060
2013,W,965938,792044,1757982
2013,W,974582,812279,1786861
2013,W,974269,808267,1782536
2013,W,727925,671720,1399645
2013,W,884181,770609,1654790
2013,W,967800,783483,1751283
2013,W,968420,806089,1774509
2013,W,972734,803561,1776295
2013,W,948312,775101,1723413
2013,W,972260,790434,1762694
2013,W,974233,788003,1762236
2013,W,967167,799283,1766450
2013,W,955058,797556,1752614
2013,W,898537,742488,1641025
2013,W,913171,768042,1681213
2013,W,785887,655899,1441786
2013,W,625605,448939,1074544
2013,W,966367,745892,1712259
2013,W,1011416,772345,1783761
2013,W,1022579,778031,1800610
2013,W,956982,782864,1739846
2013,W,933388,766511,1699899
2013,W,904306,745781,1650087
2013,W,884567,726111,1610678
2013,W,888272,736512,1624784
2013,W,864926,722404,1587330
2013,W,930494,760860,1691354
2013,W,856591,697993,1554584
2013,W,883958,716650,1600608
2013,W,900934,719652,1620586
2013,W,888294,715173,1603467
2013,W,885107,706214,1591321
2013,W,691365,545145,1236510
2013,W,474089,341784,815873
2013,W,557420,438202,995622
2013,W,659876,531774,1191650
2013,W,604796,537971,1142767
2013,W,595963,565346,1161309
2014,W,601103,569395,1170498
2014,W,691262,598290,1289552
2014,W,311075,269542,580617
2014,W,489810,468681,958491
2014,W,806256,687473,1493729
2014,W,860867,727384,1588251
2014,W,872079,725812,1597891
2014,W,948883,762345,1711228
2014,W,923401,761893,1685294
2014,W,940266,761924,1702190
2014,W,927231,765910,1693141
2014,W,909353,743024,1652377
2014,W,599662,502485,1102147
2014,W,855515,734096,1589611
2014,W,872967,737074,1610041
2014,W,825049,715759,1540808
2014,W,763075,680260,1443335
2014,W,502031,472484,974515
2014,W,519517,485867,1005384
2014,W,889744,733780,1623524
2014,W,902855,751471,1654326
2014,W,930172,754479,1684651
2014,W,931825,729128,1660953
2014,W,946438,759960,1706398
2014,W,828739,753984,1582723
2014,W,888288,753787,1642075
2014,W,873759,724771,1598530
2014,W,888500,716772,1605272
2014,W,923651,743715,1667366
2014,W,842139,713255,1555394
2014,W,975061,784280,1759341
2014,W,961152,778342,1739494
2014,W,695931,594339,1290270
2014,W,947147,777183,1724330
2014,W,974552,783745,1758297
2014,W,893699,759455,1653154
2014,W,926827,766802,1693629
2014,W,925043,739926,1664969
2014,W,933471,752744,1686215
2014,W,884516,728685,1613201
2014,W,876615,728137,1604752
2014,W,936301,745915,1682216
2014,W,900837,709629,1610466
2014,W,953477,761357,1714834
2014,W,918971,769178,1688149
2014,W,962802,775465,1738267
2014,W,958096,769821,1727917
2014,W,959467,767043,1726510
2014,W,959134,772592,1731726
2014,W,868232,746895,1615127
2014,W,940113,785327,1725440
2014,W,955810,819256,1775066
2014,W,932779,763579,1696358
2014,W,959483,782899,1742382
2014,W,920270,767680,1687950
2014,W,957032,786292,1743324
2014,W,959387,779226,1738613
2014,W,923396,706637,1630033
2014,W,928067,719323,1647390
2014,W,961287,734053,1695340
2014,W,927050,725889,1652939
2014,W,944696,732211,1676907
2014,W,940176,762112,1702288
2014,W,986346,772459,1758805
2014,W,952475,784201,1736676
2014,W,917123,765726,1682849
2014,W,941118,806643,1747761
2014,W,913081,753038,1666119
2014,W,913012,773383,1686395
2014,W,977698,805182,1782880
2014,W,947682,806042,1753724
2014,W,953384,803062,1756446
2014,W,792277,697727,1490004
2014,W,844484,734464,1578948
2014,W,866995,757767,1624762
2014,W,864791,770728,1635519
2014,W,814560,712086,1526646
2014,W,876478,741631,1618109
2014,W,938052,794547,1732599
2014,W,911681,793484,1705165
2014,W,893970,794395,1688365
2014,W,936028,797851,1733879
2014,W,884033,735132,1619165
2014,W,919869,770461,1690330
2014,W,925494,772097,1697591
2014,W,985012,788162,1773174
2014,W,981085,794448,1775533
2014,W,963691,769476,1733167
2014,W,974250,784430,1758680
2014,W,967197,773634,1740831
2014,W,968856,794388,1763244
2014,W,921741,762641,1684382
2014,W,880457,711215,1591672
2014,W,904717,735362,1640079
2014,W,916259,749500,1665759
2014,W,890597,751405,1642002
2014,W,900252,764035,1664287
2014,W,885010,732346,1617356
2014,W,922226,781529,1703755
2014,W,925959,790957,1716916
2014,W,908285,788319,1696604
2014,W,906712,763127,1669839
2014,W,880521,728464,1608985
2014,W,905284,751880,1657164
2014,W,901067,762505,1663572
2014,W,934382,782522,1716904
2014,W,864622,726524,1591146
2014,W,936306,812230,1748536
2014,W,879397,762035,1641432
2014,W,910818,797899,1708717
2014,W,906586,796373,1702959
2014,W,878784,750337,1629121
2014,W,859477,748307,1607784
2014,W,870560,761366,1631926
2014,W,880810,779426,1660236
2014,W,881991,810893,1692884
2014,W,796802,729177,1525979
2014,W,806325,738327,1544652
2014,W,766725,717546,1484271
2014,W,803296,742211,1545507
2014,W,813597,775063,1588660
2014,W,825185,726655,1551840
2014,W,859711,755376,1615087
2014,W,874922,761775,1636697
2014,W,883107,779277,1662384
2014,W,879565,793688,1673253
2014,W,766381,697417,1463798
2014,W,855553,753101,1608654
2014,W,824805,725327,1550132
2014,W,856556,727253,1583809
2014,W,821674,704301,1525975
2014,W,836929,725372,1562301
2014,W,855793,763164,1618957
2014,W,854968,782968,1637936
2014,W,839507,817078,1656585
2014,W,803242,716634,1519876
2014,W,828927,739993,1568920
2014,W,844384,752925,1597309
2014,W,837907,762599,1600506
2014,W,839720,819331,1659051
2014,W,821289,740142,1561431
2014,W,825700,765642,1591342
2014,W,838958,777929,1616887
2014,W,833052,790076,1623128
2014,W,813032,793426,1606458
2014,W,810122,730188,1540310
2014,W,810857,746646,1557503
2014,W,815885,760415,1576300
2014,W,819409,785640,1605049
2014,W,841692,824658,1666350
2014,W,798672,716949,1515621
2014,W,824134,737875,1562009
2014,W,827073,741608,1568681
2014,W,827473,745930,1573403
2014,W,836918,787177,1624095
2014,W,772003,718836,1490839
2014,W,772713,719699,1492412
2014,W,817833,745654,1563487
2014,W,810388,770920,1581308
2014,W,820884,749693,1570577
2014,W,786527,708188,1494715
2014,W,787767,727891,1515658
2014,W,829572,758067,1587639
2014,W,771537,739451,1510988
2014,W,816652,762365,1579017
2014,W,787836,712661,1500497
2014,W,858520,757206,1615726
2014,W,874420,768933,1643353
2014,W,867478,773821,1641299
2014,W,871087,781881,1652968
2014,W,952266,773307,1725573
2014,W,985184,813174,1798358
2014,W,942676,794090,1736766
2014,W,933196,801886,1735082
2014,W,956395,786501,1742896
2014,W,967610,800307,1767917
2014,W,898549,788458,1687007
2014,W,953091,833378,1786469
2014,W,929062,817716,1746778
2014,W,924594,804175,1728769
2014,W,964802,827582,1792384
2014,W,975664,832609,1808273
2014,W,967453,848591,1816044
2014,W,955896,854602,1810498
2014,W,947353,819134,1766487
2014,W,960506,826655,1787161
2014,W,961323,833600,1794923
2014,W,963447,824454,1787901
2014,W,957961,814285,1772246
2014,W,934648,793644,1728292
2014,W,945847,805360,1751207
2014,W,1010778,825205,1835983
2014,W,960602,820764,1781366
2014,W,954675,811571,1766246
2014,W,957372,798793,1756165
2014,W,971693,814006,1785699
2014,W,972010,822875,1794885
2014,W,969095,838925,1808020
2014,W,954800,839036,1793836
2014,W,743512,714675,1458187
2014,W,914687,814971,1729658
2014,W,956165,826620,1782785
2014,W,959217,848014,1807231
2014,W,949303,844701,1794004
2014,W,939282,801698,1740980
2014,W,947668,814300,1761968
2014,W,959209,818395,1777604
2014,W,949675,829088,1778763
2014,W,943435,815235,1758670
2014,W,940038,792398,1732436
2014,W,953363,812867,1766230
2014,W,944219,813686,1757905
2014,W,951547,830872,1782419
2014,W,894082,800198,1694280
2014,W,995821,805002,1800823
2014,W,971255,805374,1776629
2014,W,990008,827900,1817908
2014,W,941564,821892,1763456
2014,W,873365,802400,1675765
2014,W,938000,786491,1724491
2014,W,759033,698289,1457322
2014,W,911664,797730,1709394
2014,W,866929,789154,1656083
2014,W,911150,794103,1705253
2014,W,863661,758113,1621774
2014,W,846179,755916,1602095
2014,W,889137,774198,1663335
2014,W,899732,786919,1686651
2014,W,898889,787291,1686180
2014,W,857759,746052,1603811
2014,W,889039,780322,1669361
2014,W,738720,652762,1391482
2014,W,525696,424837,950533
2014,W,912339,773048,1685387
2014,W,875970,729798,1605768
2014,W,912722,743704,1656426
2014,W,926053,766316,1692369
2014,W,868378,720814,1589192
2014,W,939372,804113,1743485
2014,W,922765,774798,1697563
2014,W,599316,642981,1242297
2014,W,867861,722656,1590517
2014,W,569843,422543,992386
2014,W,646243,567099,1213342
2014,W,882998,734002,1617000
2014,W,705765,619508,1325273
2014,W,964141,782753,1746894
2014,W,911402,758780,1670182
2014,W,937187,800885,1738072
2014,W,549046,388742,937788
2014,W,857137,716221,1573358
2014,W,914038,763277,1677315
2014,W,654612,559416,1214028
2014,W,720116,617728,1337844
2014,W,871449,725989,1597438
2014,W,833052,790076,1623128
2015,W,871183,738697,1609880
2015,W,913930,754946,1668876
2014,W,838958,777929,1616887
2015,W,656375,527583,1183958
2014,W,813032,793426,1606458
2014,W,825700,765642,1591342
2015,W,898174,760217,1658391
2015,W,771953,679913,1451866
2014,W,828927,739993,1568920
2015,W,905178,756860,1662038
2015,W,913448,764457,1677905
2014,W,855553,753101,1608654
2014,W,821289,740142,1561431
2015,W,898222,748177,1646399
2015,W,881226,743774,1625000
2014,W,856556,727253,1583809
2015,W,558275,579994,1138269
2015,W,753918,657877,1411795
2014,W,839507,817078,1656585
2014,W,836929,725372,1562301
2014,W,803242,716634,1519876
2014,W,839720,819331,1659051
2014,W,854968,782968,1637936
2015,W,899363,760336,1659699
2015,W,885449,742410,1627859
2015,W,902567,747376,1649943
2015,W,597347,502376,1099723
2015,W,933971,754968,1688939
2014,W,824805,725327,1550132
2014,W,810857,746646,1557503
